title, author, rating, format
Best Friends Fall In Love: A Romantic Dancing Romance (Best friends to lover Series),Adele Summers,,Paperback
The Business of Being a Writer (Chicago Guides to Writing Editing and Publishing),Jane Friedman,5,Paperback
I Have the Right To: A High School Survivor's Story of Sexual Assault Justice and Hope,Chessy Prout and ,5,Hardcover
Uncut Funk: A Contemplative Dialogue,bell hooks and ,,Paperback
A Gentle Introduction to Agile Software Development (Agile Agile Coaching Agile Software Development Agile Project Management Scrum Scrum Product Owner XP Lean Lean Software),Stephen Haunts,4.2,Kindle Edition
Meredith & Hodge Series: Books 1 - 3: Meredith & Hodge Box Set 1 (Meredith & Hodge Novels),Marcia Turner,,Kindle Edition
Hawaii The Big Island Revealed: The Ultimate Guidebook,Andrew Doughty and ,4.8,Paperback
We Still Have Him to Love: Overcome challenges in caregiving achieve goals travel and enjoy life,Bill Duwe,4.6,Kindle Edition
Israel's Edge: The Story of The IDF's Most Elite Unit - Talpiot,Jason Gewirtz,4.3,Kindle Edition
Health Illness and Optimal Aging Third Edition: Biological and Psychosocial Perspectives,Carolyn Aldwin Ph.D. and ,,Paperback
Making Children Mind without Losing Yours,Dr. Kevin Leman,4.5,Paperback
Think And Grow Rich,Napoleon Hill,4.5,Paperback
The Autoimmune Solution: Prevent and Reverse the Full Spectrum of Inflammatory Symptoms and Diseases,Amy Myers M.D.,4.4,Paperback
The Last Kids on Earth and the Nightmare King,Max Brallier,4.8,Hardcover
We Should All Be Feminists,Chimamanda Ngozi Adichie,4.6,Paperback
The Common Core Mathematics Companion: The Standards Decoded High School: What They Say What They Mean How to Teach Them (Corwin Mathematics Series),Frederick L. Dillon and ,4.6,Spiral-bound
Stronger After Stroke Third Edition: Your Roadmap to Recovery,Peter G Levine,,Paperback
Made in India: Recipes from an Indian Family Kitchen,Meera Sodha,4.7,Hardcover
Stir Fry: Top 50 Best Stir Fry Recipes – The Quick Easy & Delicious Everyday Cookbook!,Carla Ray,4.3,Paperback
The Bad Seed,Jory John and ,4.6,Hardcover
The Land of Stories: Worlds Collide,Chris Colfer,4.8,Hardcover
The Enchantress Returns (The Land of Stories),Chris Colfer and ,4.9,Paperback
The Old Farmer's Almanac 2018,Old Farmer’s Almanac,4.7,Paperback
Dawn and the Impossible Three (The Baby-sitters Club Graphic Novel #5): A Graphix Book (The Baby-Sitters Club Graphix),Ann M. Martin and ,4.6,Paperback
Photographer's Guide to the Sony DSC-RX10 III: Getting the Most from Sony's Advanced Digital Camera,White Knight Press,4.8,Kindle Edition
Back to War (Corps Justice Book 1),C. G. Cooper,4.2,Kindle Edition
The Renegade Star Series: Books 1-3 (Renegade Star Box Set),JN Chaney,,Kindle Edition
The Green Witch: Your Complete Guide to the Natural Magic of Herbs Flowers Essential Oils and More,Arin Murphy-Hiscock,4.8,Hardcover
Kids' Travel Guide - San Francisco: The fun way to discover San Francisco-especially for kids (Kids' Travel Guide Series),Kelsey Fox and ,4.7,Perfect Paperback
A Gentle Introduction to Agile and Lean Software Development (Agile Agile Coaching Agile Software Development Agile Project Management Scrum Scrum Product Owner XP Lean Lean Software),Stephen Haunts,,Kindle Edition
Renegade Moon: An Intergalactic Space Opera Adventure  (Renegade Star Book 3),JN Chaney,4.8,Kindle Edition
Becoming the Dragon (The Dragon Inside Book 1),Alex Sapegin and ,4,Kindle Edition
Junior Encyclopedia of Animated Characters,Disney Book Group and ,4.8,Hardcover
How to Attract Women: The Right Way - The Only 7 Steps You Need to Master What Women Want Attraction Techniques and How to Pick Up Today (Social Skills Best Seller Book 8),Dean Mack,4.5,Kindle Edition
Our Q&A a Day: 3-Year Journal for 2 People,Potter Gift,4.7,Diary
Little Book of Mindfulness: 10 minutes a day to less stress more peace (MBS Little book of...),Patricia Collard,4.4,Flexibound
Cooking Class: 57 Fun Recipes Kids Will Love to Make (and Eat!),Deanna F. Cook,4.6,Spiral-bound
Raw: My Journey into the Wu-Tang,"Lamont ""U-God"" Hawkins",5,Hardcover
Jack in the Green (The Hunt for Jack Reacher Series Book 5),Diane Capri,3.6,Kindle Edition
Shadow Country (Modern Library Paperbacks),Peter Matthiessen,4.3,Paperback
Winner of the National Book Award: A Novel of Fame Honor and Really Bad Weather,Jincy Willett,3.4,Paperback
Among Others (Hugo Award Winner - Best Novel),Jo Walton,3.7,Paperback
Stamped from the Beginning: The Definitive History of Racist Ideas in America (National Book Award Winner),Ibram X. Kendi,4.7,Paperback
Whittington,Alan Armstrong,4.3,Paperback
The Running Dream (Schneider Family Book Award - Teen Book Winner),Wendelin Van Draanen,4.8,Paperback
That Month in Tuscany,Inglath Cooper,,
Act of Fear: #1 in the Edgar Award-winning Dan Fortune mystery series,Dennis Lynds,4.8,Paperback
Swimmy,Leo Lionni,4.7,Paperback
My People (Coretta Scott King Award - Illustrator Winner Title(s)),Langston Hughes and ,4.6,Hardcover
The Underground Railroad (Pulitzer Prize Winner) (National Book Award Winner) (Oprah's Book Club): A Novel,Colson Whitehead,4.1,Hardcover
Hooked on the Caldecott Award Winners: 60 Crossword Puzzles Based on the Caldecott Gold Medal Books,Marguerite Lewis and ,,Paperback
The Brothers of Turoc,R.J. Timmis and ,,
Storm Clouds Rolling In (#1 in the Bregdan Chronicles Historical Fiction Romance Series),Unknown,,
Where the River Bends,Elissa Matthews,,
The Narrow Road to the Deep North,Richard Flanagan,4.3,Paperback
The Orphan Master's Son: A Novel (Pulitzer Prize for Fiction),Adam Johnson,4.2,Kindle Edition
Anatole,Eve Titus,4.8,Paperback
Crazy Mountain Kiss: A Novel (Sean Stranahan Mystery),Keith McCafferty,4.3,Paperback
The Funny Little Woman (Picture Puffins),Arlene Mosel and ,,Paperback
Freight Train Board Book (Caldecott Collection),Donald Crews,4.5,Board book
Wonderstruck (Schneider Family Book Award - Middle School Winner),Brian Selznick,4.7,Hardcover
The Little Island (Dell Picture Yearling),Margaret Wise Brown and ,,Paperback
Seven Views of Olduvai Gorge – Hugo and Nebula Winner,Mike Resnick,4.2,Kindle Edition
The Emperor's Soul (Hugo Award Winner - Best Novella),Brandon Sanderson,4.6,Paperback
The Fox Went Out on a Chilly Night (Dell Picture Yearling),Peter Spier,4.6,Paperback
Arabella of Mars (The Adventures of Arabella Ashby),David D. Levine,4.5,Kindle Edition
Three Sisters: A British Mystery (Emily Castles Mysteries Book 1),Helen Smith,,
Lady Beth,Caroline E. Farrell,,
Pushing Brilliance: (Kyle Achilles Book 1),Tim Tigner,,
Time of Wonder (Picture Puffins),Robert McCloskey,,Paperback
Through the Barricades: Winner of the SCBWI Spark Award 2017,Denise Deegan,4.6,Paperback
Kitten's First Full Moon Board Book,Kevin Henkes,4.7,Board book
The King Arthur Flour Baker's Companion: The All-Purpose Baking Cookbook A James Beard Award Winner (King Arthur Flour Cookbooks),King Arthur Flour,4.7,Hardcover
Redshirts: A Novel with Three Codas (Hugo Award Winner - Best Novel),John Scalzi,3.9,Kindle Edition
In On It: What Adoptive Parents Would Like You To Know About Adoption. A Guide for Relatives and Friends. (Mom’s Choice Award Winner),Elisabeth O'Toole,4.7,Paperback
A Ball for Daisy (Caldecott Medal - Winner Title(s)),Chris Raschka,4.3,Hardcover
A Wrinkle in Time (A Wrinkle in Time Quintet Book 1),Madeleine L'Engle,4.5,Kindle Edition
Her Stories: African American Folktales Fairy Tales and True Tales (Coretta Scott King Author Award Winner),Virginia Hamilton,4.3,Hardcover
Children of Time: Winner of the 2016 Arthur C. Clarke Award,Adrian Tchaikovsky,4.5,Kindle Edition
Maybe God was an Irishman,Bernie Donnelly,,
The London Stories: Emily Castles Mysteries Anthology,Helen Smith,,
Captive: Beautiful Monsters Vol. 1,Jex Lane,,
The Gate,Isabella,,
A Friend Like Simon - Autism / ASD (Moonbeam childrens book award winner 2009) - Special Stories Series 2 (Volume 1),Kate Gaynot,4.1,Paperback
Darwin's Radio,Greg Bear,,Kindle Edition
Beautiful Blackbird (Coretta Scott King Illustrator Award Winner),Ashley Bryan,4.2,Hardcover
Way Station,Clifford D. Simak,4.4,Paperback
Joseph Had a Little Overcoat (Caldecott Honor Book),Simms Taback,4.6,Hardcover
The Voyages of Doctor Dolittle,Hugh Lofting,4.4,Paperback
Green Eyes (Family Storytime),A. Birnbaum,4.9,Paperback
Fly High Fly Low (50th Anniversary ed.),Don Freeman,,Paperback
Grand Canyon,Jason Chin,4.8,Hardcover
Glidepath (Max Fend Book 1),Unknown,,
Darknet,Matthew Mather,,
Flash,Tim Tigner,,
Tom's Special Talent - Dyslexia (Moonbeam book award winner 2009) - Special Stories Series 2,Kate Gaynor,4.1,Paperback
Owl Moon,Jane Yolen and ,4.8,Hardcover
The Hugo Winners (Volume I & II): Twenty-three Prize-winning Science Fiction Stories (One and Two),Isaac Asimov,,Hardcover
Where the Mountain Meets the Moon,Grace Lin,4.8,Paperback
Large Art Quilt Fiber Art Fabric Wall Hanging Traditional Design Non Traditional Technique Rainbow Broken Star Award Winner,,,
BabyPlus Prenatal Education System plays Heartbeat Music in the Womb to Promote Bonding and a Smart Healthy Baby - Mom's Choice Award Winner 2017,More options available:,,
Consumed (Firefighters series Book 1),J.R. Ward,,Kindle Edition
A Blistered Kind of Love: One Couple's Trial by Trail (Barbara Savage Award Winner),Angela Ballard and ,4.2,Paperback
Best Picture Award Winner Facts,Available instantly on your connected Alexa device.,,
2016 Topps Heritage Award Winners #AW-8 Joe Maddon Chicago Cubs Baseball Card,... 2016 Topps Heritage Award Winners #AW-8 Joe Maddon Chicago Cubs ...,,
Miss Rumphius,Barbara Cooney,4.8,Paperback
Under Heaven's Shining Stars,Jean Grainger,,
Betrayal,Unknown,,
So Much Owed: An Irish World War 2 Story,Jean Grainger,,
Athenian Steel (The Hellennium Book 1),P.K. Lentz,,
A Long Way from Home: A novel,Peter Carey,,Kindle Edition
Many Moons,James Thurber and ,,Paperback
Uncanny Magazine,Uncanny Magazine,,Kindle Edition
Joyland - #1 Learning Games for Toddler & Preschool Kids (Free),Avocado Mobile Inc,,
Hand in Hand: Ten Black Men Who Changed America (Coretta Scott King Award - Author Winner Title(s)),Andrea Pinkney and ,4.5,Hardcover
My Name is Celia/Me llamo Celia: The Life of Celia Cruz/la vida de Celia Cruz (Americas Award for Children's and Young Adult Literature. Winner) (English Multilingual and Spanish Edition),Monica Brown and ,4.6,Hardcover
The Rage of Dragons,Evan Winter,,
The Foundation - A Jack Emery Conspiracy Thriller (Jack Emery Book 1),Steve P. Vincent,,
A Splash of Red: The Life and Art of Horace Pippin (Schneider Family Book Awards - Young Children's Book Winner),Jen Bryant and ,4.8,Hardcover
The Tony Award: A Complete Listing of Winners and Nominees with a History of the American Theatre Wing,Isabelle Stevenson and ,4.7,Paperback
Fog Magic,Julia L. Sauer,4.6,Paperback
Burning Sky: A Novel of the American Frontier,Lori Benton,4.7,Kindle Edition
Academy Award Winners' Movie Posters (The Illustrated History of Movies Through Posters Series; Vol. 3)),Bruce Hershenson,5,Paperback
Burntown: A Novel,Jennifer McMahon,3.9,Paperback
Make Way for Ducklings,Robert McCloskey,4.8,Paperback
My Life as a Bench: WINNER OF THE RUBERY BOOK AWARD - BOOK OF THE YEAR 2017,Jaq Hazell,4.4,Kindle Edition
Men of the Cross (Battle Scars Book 1),Charlene Newcomb,,
A Dangerous Road: A Smokey Dalton Novel,Kris Nelscott,,
Street Justice: A Smokey Dalton Novel,Kris Nelscott,,
The Fifth Season (The Broken Earth),N. K. Jemisin,4.4,Paperback
Graven Images,Paul Fleischman and ,4.2,Paperback
This Is Not My Hat,Jon Klassen,4.4,Hardcover
Heart and Soul: The Story of America and African Americans (Coretta Scott King Award - Author Winner Title(s)),Kadir Nelson,,Hardcover
Madeline,Ludwig Bemelmans,4.5,Hardcover
The ABC Animal Picnic: (Mom’s Choice Award Winner),by ,4.9,Paperback
Bridge of Clay,Markus Zusak,,Kindle Edition
Winning at Deposition: (Winner of ACLEA's Highest Award for Professional Excellence),Shane Read,4.8,Paperback
The Luminaries,Eleanor Catton,3.6,Paperback
Imagine Me Gone,Adam Haslett,3.7,Paperback
Whiskey & Roses (The Xander King Series Book 1),Bradley Wright,,
Days of Rage: A Smokey Dalton Novel,Kris Nelscott,,
Blood Dragons (Rebel Vampires Book 1),Rosemary A Johns,,
Cracks in the Sidewalk: A Family Saga,Bette Lee Crosby,,
The Westing Game (Puffin Modern Classics),Ellen Raskin,4.4,Kindle Edition
Binti,Nnedi Okorafor,4.5,Kindle Edition
1st Place Rosette Ribbon,(4-5 days),4.4,
Goodnight Sleepy Animals: A Nightlight Book (Mom’s Choice Awards Winner and Moonbeam Children's Book Awards Winner!),Christine Battuz,,Board book
Bunker (A Post-Apocalyptic Techno Thriller Book 1),Jay J. Falconer,,
Gaslighting: A British Crime Thriller (Doc Powers & D.I. Carver Investigate Book 3),Will Patching,,
Epiphany - THE GOLDING: A story within a story,Sonya Deanna Terry,,
Epiphany,Sonya Deanna Terry,,
My Reading Log: (Ages 9-16) With Newbery Winners and Honors List 1922-2015,10th Birthday Gifts in All Departments,5,Paperback
Cold Earth: A Shetland Mystery (Shetland Island Mysteries),Ann Cleeves,4.4,Kindle Edition
Neuromancer,William Gibson,4.2,Paperback
Who Won – Year by Year Breakdown of all the Major Athletic Event Champions and Individual Trophy Award Winners from your Favorite Sports from Around the World.,Pull Apps Inc.,,
Impala,Andrew Diamond,,
Rosemary for Remembrance: a supernatural war-torn love story,Nikki Broadwell,,
The Cider House Rules: A Novel (Modern Library (Hardcover)),John Irving,4.3,Hardcover
A Case of Conscience,James Blish and ,3.5,Kindle Edition
EatingWell,by ,,
Behold the Dreamers (Oprah's Book Club): A Novel,Imbolo Mbue,4.3,Kindle Edition
Noble Rot,Carson Buckingham and ,,
Skellyman,Rie Sheridan Rose and ,,
The Winner's Walk,Nancy Ruth Patterson and ,,Hardcover
State of the Hospital Industry 2017 Edition: Featuring  2017 Community Value Leadership Award Winners (Volume 16),William O Cleverley PhD and ,,Paperback
"Building Wooden Snowshoes & Snowshoe Furniture: Winner of ""Legendary Maine Guide"" Award",Gil Gilpatrick,4.6,Paperback
Tummy Rumble Quake (Mom's Choice Award Winner),Heather L Beal,4.5,Paperback
Young Masters - The Magic Eye (Young Masters) (2008 Parents Choice Award Winner),Bunny Hull and ,2.9,Hardcover
How to Be a Superhero Called Self-Control!: Super Powers to Help Younger Children to Regulate their Emotions and Senses-Mom's Choice Award Gold Seal Winner,Lauren Brukner and ,4.7,Hardcover
The Hours Before Dawn,Celia Fremlin,4.5,Paperback
Second Chance Grill (Liberty Series Book 1),Christine Nolfi,,
The Choice: Will's Last Testament,Brenda C. Poulos,,
Ender's Game (The Ender Quartet series Book 1),Orson Scott Card,4.5,Kindle Edition
Dog and Bear (Neal Porter Books) (Boston Globe-Horn Book Award Winner-Best Picture Book) (Awards)),Laura Vaccaro Seeger,4.6,Hardcover
Red Mars (Mars Trilogy),Kim Stanley Robinson,3.9,Mass Market Paperback
Three Tales of My Father's Dragon,Ruth Stiles Gannett,4.8,Hardcover
LaRose: A Novel,Louise Erdrich,4.1,Kindle Edition
The Emperor and the Kite (Paperstar Book),Jane Yolen,,Paperback
Winner Satin Sash Party Accessory (1 count) (1/Pkg),More Buying Choices,,
The Noisy Paint Box: The Colors and Sounds of Kandinsky's Abstract Art,Barb Rosenstock and ,4.8,Hardcover
It,Stephen King,4.5,Kindle Edition
Death's Merchant: Common Among Gods - Book One,Justan Henner,,
In Love With a Haunted House,Kate Goldman,,
Zinus Modern Studio 14 Inch Platform 1500 Metal Bed Frame / Mattress Foundation / no Boxspring needed / Wooden Slat Support / Good Design Award Winner Black Twin,(3 days),4.1,
Still Anonymous (The Anonymous Man Book 2),Vincent L. Scarsella and ,,
The Cookbook - a novel,Cass  Tell,,
My Side of the Mountain Trilogy (My Side of the Mountain / On the Far Side of the Mountain / Frightful's Mountain),Jean Craighead George,4.7,Hardcover
Most Player of the Match Award Winners in ODIs,shlok.info,,
Hattie Big Sky,Kirby Larson,4.6,Paperback
Christmas In The Big House Christmas In The Quarters (Coretta Scott King Author Award Winner),Patricia C. McKissack,,Hardcover
Tempest,Beverly Jenkins,,Kindle Edition
Money Power Love: A Novel,Joss Sheldon,4.3,Paperback
David's Summer,Lee Gabel,,
The Talking Eggs,Robert D. San Souci and ,4.8,Hardcover
Nicolas Cage Adult Coloring Book: Academy Award Winner and Hollywood Icon Ghost Rider and Director Inspired Adult Coloring Book (Nicolas Cage Bookd),Angela Atkins,1.8,Paperback
Officer Buckle & Gloria (CALDECOTT MEDAL BOOK),Peggy Rathmann,4.7,Hardcover
Martin de Porres: The Rose in the Desert (Pura Belpre Award Winner - Illustration),Gary D. Schmidt and ,4,Hardcover
Invisible Man (Vintage International),Ralph Ellison,4.4,Kindle Edition
It's Like This Cat: Newbery Award Winner,Emily Cheney Neville,5,Paperback
The Long Arm of the Law (British Library Crime Classics),Martin Edwards Winner of the Edgar Award for Best Critical/Biographical,4.3,Paperback
Reader's Digest,Reader's Digest USA,,Kindle Edition
